timestamp,pose.x,pose.y
2376107,-0.005053308792412281,0.013566361740231514
2376127,-0.00679479306563735,0.016885358840227127
2376147,-0.00327264959923923,0.016691919416189194
2376167,0.0007352792308665812,0.01760292798280716
2376187,0.00438790675252676,0.020259486511349678
2376207,0.007627127226442099,0.021708987653255463
2376227,0.008587910793721676,0.019978899508714676
2376247,0.009910105727612972,0.022399095818400383
2376267,0.012588651850819588,0.022758768871426582
2376287,0.01281998585909605,0.02177310921251774
2376307,0.01161106862127781,0.02194598689675331
2376327,0.006268672179430723,0.018944351002573967
2376347,0.006463825702667236,0.020036717876791954
2376367,0.0011804034002125263,0.01765306293964386
2376387,0.0049822148866951466,0.016028588637709618
2376407,0.012648917734622955,0.012285452336072922
2376427,0.01751314289867878,0.011974330060184002
2376447,0.019159970805048943,0.013165958225727081
2376467,0.022592226043343544,0.013369632884860039
2376487,0.024279054254293442,0.014607157558202744
2376507,0.020757995545864105,0.014303055591881275
2376527,0.018196914345026016,0.01211796049028635
2376547,0.018474647775292397,0.010557334870100021
2376567,0.014132262207567692,0.011855393648147583
2376587,0.017135608941316605,0.013141951523721218
2376607,0.019953306764364243,0.012195070274174213
2376627,0.02380533516407013,0.013815515674650669
2376647,0.02425253763794899,0.013603766448795795
2376667,0.023919682949781418,0.014902953989803791
2376687,0.02287496067583561,0.013764334842562675
2376707,0.022099589928984642,0.011822856031358242
2376727,0.021405788138508797,0.011390239000320435
2376747,0.020763754844665527,0.012362995184957981
2376767,0.01919976808130741,0.01672038808465004
2376787,0.016201075166463852,0.01814889907836914
2376807,0.01960228942334652,0.014568246901035309
2376827,0.02199537120759487,0.014514571987092495
2376847,0.025120211765170097,0.014474163763225079
2376867,0.029587216675281525,0.015306315384805202
2376887,0.02930288016796112,0.012309465557336807
2376907,0.03328034281730652,0.011299463920295238
2376927,0.030343733727931976,0.009917758405208588
2376947,0.02975071780383587,0.012592235580086708
2376967,0.02682427316904068,0.01632157899439335
2376987,0.024402612820267677,0.019755084067583084
2377007,0.026409046724438667,0.022508198395371437
2377027,0.025136740878224373,0.022085968405008316
2377047,0.02955835685133934,0.021097304299473763
2377067,0.029127122834324837,0.023948775604367256
2377087,0.029896529391407967,0.02343561500310898
2377107,0.02904774807393551,0.024046102538704872
2377127,0.027826298028230667,0.023706145584583282
2377147,0.030840812250971794,0.02356061153113842
2377167,0.028143052011728287,0.026259323582053185
2377187,0.024797020480036736,0.029143599793314934
2377207,0.021828314289450645,0.03086153045296669
2377227,0.02056180126965046,0.031024465337395668
2377247,0.01856996677815914,0.032513637095689774
2377267,0.021437350660562515,0.03215125575661659
2377287,0.022059934213757515,0.03428713232278824
2377307,0.020827580243349075,0.032306019216775894
2377327,0.02541734091937542,0.030329629778862
2377347,0.02621045522391796,0.03077467530965805
2377367,0.028212975710630417,0.029191404581069946
2377387,0.026139866560697556,0.026401478797197342
2377407,0.02413005195558071,0.026744483038783073
2377427,0.01904146559536457,0.02366582304239273
2377447,0.01792180724442005,0.023586589843034744
2377467,0.022036602720618248,0.02252228371798992
2377487,0.01884021982550621,0.021588720381259918
2377507,0.02178369089961052,0.020712437108159065
2377527,0.023045845329761505,0.02020343579351902
2377547,0.02286253683269024,0.020564252510666847
2377567,0.025741377845406532,0.01930883340537548
2377587,0.027182146906852722,0.020701110363006592
2377607,0.02938307262957096,0.024068839848041534
2377627,0.029107382521033287,0.02343609742820263
2377647,0.029468335211277008,0.022988874465227127
2377667,0.02869286760687828,0.022932618856430054
2377687,0.02748582325875759,0.0249472726136446
2377707,0.024202559143304825,0.02623901702463627
2377727,0.025770291686058044,0.028649143874645233
2377747,0.026531334966421127,0.02749936282634735
2377767,0.027924297377467155,0.027644291520118713
