timestamp,pose.x,pose.y,pose.z
23617,0.07747749984264374,0.21256530284881592,0.2270963490009308
23637,0.07346179336309433,0.21356846392154694,0.21976391971111298
23657,0.06731998175382614,0.21531611680984497,0.21799665689468384
23677,0.06409844011068344,0.21594783663749695,0.22248663008213043
23697,0.060314662754535675,0.21955199539661407,0.22281844913959503
23717,0.06402909010648727,0.21155312657356262,0.2222045212984085
23737,0.06810703873634338,0.22172419726848602,0.22284239530563354
23757,0.061817653477191925,0.22698812186717987,0.216923326253891
23777,0.061233215034008026,0.2278326153755188,0.21778234839439392
23797,0.06180267035961151,0.2252998799085617,0.22801069915294647
23817,0.0658845454454422,0.21585604548454285,0.2241315245628357
23837,0.06224155053496361,0.21423202753067017,0.22360065579414368
23857,0.06355170905590057,0.22018517553806305,0.21795906126499176
23877,0.056688860058784485,0.22356343269348145,0.2179008573293686
23897,0.05610064044594765,0.22588598728179932,0.2178977131843567
23917,0.05519891157746315,0.22132545709609985,0.2127896398305893
23937,0.06345978379249573,0.22404742240905762,0.2229100912809372
23957,0.0645667314529419,0.22123171389102936,0.2261095643043518
23977,0.05776122957468033,0.22453941404819489,0.22302024066448212
23997,0.057154521346092224,0.2249700278043747,0.22480885684490204
24017,0.05471533164381981,0.22355760633945465,0.21892835199832916
24037,0.060234542936086655,0.21955755352973938,0.21285459399223328
24057,0.0672178864479065,0.2200387567281723,0.21211981773376465
24077,0.0646793320775032,0.21894687414169312,0.20688755810260773
24097,0.05962148308753967,0.22016270458698273,0.1998085081577301
24117,0.05766797438263893,0.22128118574619293,0.20491744577884674
24137,0.06244054064154625,0.21724635362625122,0.20759369432926178
24157,0.06442811340093613,0.2242555469274521,0.21214133501052856
24177,0.05833437293767929,0.22497133910655975,0.21359603106975555
24197,0.055044788867235184,0.22615225613117218,0.21920156478881836
24217,0.05711426958441734,0.2291388064622879,0.21836590766906738
24237,0.05625064671039581,0.22254350781440735,0.20727354288101196
24257,0.05896660313010216,0.2293398082256317,0.2150706648826599
24277,0.05326228588819504,0.2332751452922821,0.21788358688354492
24297,0.049509547650814056,0.23476338386535645,0.21499285101890564
24317,0.048714157193899155,0.23780103027820587,0.21921004354953766
24337,0.05046560615301132,0.2342909723520279,0.22015295922756195
