timestamp,pose.x,pose.y,pose.z
23483,0.13707700371742249,0.08941391110420227,-0.0256647951900959
23503,0.1371191442012787,0.08670055121183395,-0.023123757913708687
23523,0.1357494443655014,0.09018290042877197,-0.021283309906721115
23543,0.13445164263248444,0.09288288652896881,-0.02505623921751976
23563,0.13421885669231415,0.09497160464525223,-0.024310311302542686
23583,0.12855255603790283,0.09245490282773972,-0.025133617222309113
23603,0.12676912546157837,0.09355519711971283,-0.025676697492599487
23623,0.13090679049491882,0.09596583247184753,-0.01961553283035755
23643,0.13159941136837006,0.09782535582780838,-0.018907632678747177
23663,0.13071154057979584,0.09012569487094879,-0.007970720529556274
23683,0.12996113300323486,0.0939607247710228,-0.007726846728473902
23703,0.1284741759300232,0.09868729114532471,-0.017900120466947556
23723,0.1324368417263031,0.09649908542633057,-0.015319256111979485
23743,0.1311001479625702,0.09987794607877731,-0.01386096328496933
23763,0.13889455795288086,0.09836595505475998,-0.01706823706626892
23783,0.13796165585517883,0.10218853503465652,-0.021471131592988968
23803,0.13926643133163452,0.10243914276361465,-0.024327101185917854
23823,0.13987411558628082,0.10946599394083023,-0.030963798984885216
23843,0.14198295772075653,0.10271260887384415,-0.01852288469672203
23863,0.1447538584470749,0.10311076045036316,-0.018038107082247734
23883,0.14194351434707642,0.102249875664711,-0.018944445997476578
23903,0.1364176869392395,0.10500951111316681,-0.027407744899392128
23923,0.14322273433208466,0.10338933765888214,-0.02706221304833889
23943,0.14384885132312775,0.10063720494508743,-0.028987150639295578
23963,0.1404828280210495,0.10355693101882935,-0.030010348185896873
23983,0.14288212358951569,0.1019316017627716,-0.026392972096800804
24003,0.1403951346874237,0.10702744126319885,-0.030607298016548157
24023,0.13840143382549286,0.10575069487094879,-0.03281734883785248
24043,0.1406271606683731,0.10537611693143845,-0.02858506515622139
24063,0.13924290239810944,0.09903136640787125,-0.022532308474183083
24083,0.14155995845794678,0.09522639214992523,-0.014089343138039112
24103,0.1397232711315155,0.09130603820085526,-0.012323442846536636
24123,0.13303624093532562,0.09188715368509293,-0.010776323266327381
24143,0.14246824383735657,0.08674627542495728,-0.0003207131230738014
24163,0.14291901886463165,0.09373581409454346,-0.008680449798703194
24183,0.14178483188152313,0.08565819263458252,0.0006859198911115527
24203,0.14224612712860107,0.08865077048540115,-0.005861437413841486
24223,0.14054620265960693,0.08736857771873474,-0.00582521827891469
24243,0.14772175252437592,0.08273164182901382,0.002552586840465665
24263,0.15309594571590424,0.08095088601112366,0.008514007553458214
24283,0.15125302970409393,0.08457888662815094,0.002103722421452403
24303,0.14909668266773224,0.08366534113883972,0.001483069732785225
24323,0.1460953652858734,0.08779185265302658,-0.0005020981770940125
24343,0.14852578938007355,0.09160471707582474,-0.0026270814705640078
24363,0.145828977227211,0.09489390254020691,-0.0018527487991377711
24383,0.1473109871149063,0.09472892433404922,-0.010506793856620789
24403,0.1472993791103363,0.09105967730283737,-0.0013286096509546041
24423,0.1472097933292389,0.08630058914422989,0.008114834316074848
24443,0.14901457726955414,0.08303264528512955,0.007168991956859827
24463,0.14984501898288727,0.07848671078681946,0.01517598144710064
24483,0.1514544039964676,0.08093665540218353,0.01697719842195511
24503,0.1536763310432434,0.07889404147863388,0.022421209141612053
24523,0.1528458148241043,0.08393770456314087,0.017212720587849617
24543,0.14721481502056122,0.07875265181064606,0.020790493115782738
24563,0.15096734464168549,0.08073656260967255,0.01270803902298212
24583,0.15252326428890228,0.0833088606595993,0.013269981369376183
24603,0.15299279987812042,0.0807151272892952,0.01802114024758339
24623,0.15712127089500427,0.07752971351146698,0.020379921421408653
24643,0.14893381297588348,0.07723687589168549,0.014555806294083595
24663,0.15203990042209625,0.07922830432653427,0.01609439216554165
24683,0.1519896388053894,0.07972637563943863,0.018872104585170746
24703,0.15419431030750275,0.07699713110923767,0.016019348055124283
24723,0.1551670879125595,0.07892243564128876,0.0113538708537817
24743,0.15407374501228333,0.07430566847324371,0.010735142976045609
24763,0.151723712682724,0.07905250042676926,0.003083545947447419
24783,0.151491180062294,0.0854712650179863,0.002811456099152565
24803,0.15356561541557312,0.08549467474222183,0.001149684889242053
24823,0.1494988352060318,0.08539526164531708,0.0025054796133190393
24843,0.1479693502187729,0.08691181987524033,0.0017496696673333645
24863,0.14411160349845886,0.08546249568462372,0.001262158970348537
24883,0.1483573168516159,0.08625578135251999,0.0021177190355956554
24903,0.1520397961139679,0.08233168721199036,0.00703720236197114
24923,0.14823105931282043,0.08402069658041,0.006116905715316534
24943,0.14796675741672516,0.08556576073169708,0.009167526848614216
24963,0.14695331454277039,0.08393457531929016,0.00915580801665783
24983,0.15526172518730164,0.08616342395544052,0.010758611373603344
25003,0.15627111494541168,0.08865348994731903,0.01227499172091484
25023,0.15488147735595703,0.08632142841815948,0.014014451764523983
25043,0.15125411748886108,0.08016610145568848,0.020282069221138954
25063,0.14926329255104065,0.08014663308858871,0.019215628504753113
