timestamp,pose.x,pose.y
43005,-0.02444557473063469,-0.03677051141858101
43045,-0.028554605320096016,-0.03443538397550583
43085,-0.02956501394510269,-0.03233897686004639
43125,-0.029123064130544662,-0.028958268463611603
43165,-0.02927696518599987,-0.025886066257953644
43205,-0.024224579334259033,-0.029926694929599762
43245,-0.02483188733458519,-0.025275496765971184
43285,-0.020322246477007866,-0.02568359673023224
43325,-0.015610923990607262,-0.02579689770936966
43365,-0.016718251630663872,-0.025701625272631645
43405,-0.01761527918279171,-0.02490890584886074
43445,-0.02278721332550049,-0.02521294169127941
43485,-0.02053588069975376,-0.024240631610155106
43525,-0.018830394372344017,-0.02654586173593998
43565,-0.019178137183189392,-0.026911670342087746
43605,-0.015752624720335007,-0.028113937005400658
43645,-0.016824843361973763,-0.02733326330780983
43685,-0.02040446549654007,-0.02741301991045475
43725,-0.01943504810333252,-0.03229235112667084
43765,-0.021368253976106644,-0.02960793301463127
43805,-0.017814965918660164,-0.030313828960061073
43845,-0.01687603071331978,-0.03032737225294113
43885,-0.021418161690235138,-0.023402715101838112
43925,-0.02065436542034149,-0.026047157123684883
43965,-0.026156889274716377,-0.02565450221300125
44005,-0.028639836236834526,-0.023219656199216843
44045,-0.025804640725255013,-0.028134198859333992
44085,-0.025803839787840843,-0.02754058688879013
44125,-0.02215798944234848,-0.02676827274262905
44165,-0.0194174163043499,-0.03242950513958931
44205,-0.0216361153870821,-0.03369865566492081
44245,-0.021430427208542824,-0.03444109112024307
44285,-0.024473853409290314,-0.037253592163324356
44325,-0.023463843390345573,-0.03812466561794281
44365,-0.022205328568816185,-0.03508707508444786
44405,-0.023795250803232193,-0.0319366492331028
44445,-0.02116493321955204,-0.035732727497816086
44485,-0.018986640498042107,-0.03530987352132797
44525,-0.02266865037381649,-0.03476311266422272
44565,-0.018897514790296555,-0.03225705027580261
44605,-0.021550949662923813,-0.026960166171193123
44645,-0.018253270536661148,-0.02676939032971859
44685,-0.016865214332938194,-0.030260488390922546
44725,-0.01720704883337021,-0.029642876237630844
44765,-0.014457430690526962,-0.03096913732588291
