stateEstimate.x_x,stateEstimate.x_y,stateEstimate.y_x,stateEstimate.y_y,stateEstimate.z_x,stateEstimate.z_y,stateEstimate.roll_x,stateEstimate.roll_y,stateEstimate.pitch_x,stateEstimate.pitch_y,stateEstimate.yaw_x,stateEstimate.yaw_y
1057884.,0.0772,1057884.,0.2209,1057884.,0.0123,1057884.,0.0595,1057884.,0.0335,1057884.,-0.656
1057924.,0.0779,1057924.,0.2228,1057924.,0.0125,1057924.,0.0256,1057924.,0.0365,1057924.,-0.5902
1057964.,0.079,1057964.,0.2239,1057964.,0.0125,1057964.,0.0483,1057964.,0.0543,1057964.,-0.5112
1058004.,0.0795,1058004.,0.2241,1058004.,0.0116,1058004.,0.0607,1058004.,0.0663,1058004.,-0.4963
1058044.,0.0791,1058044.,0.2257,1058044.,0.0114,1058044.,0.0544,1058044.,0.0701,1058044.,-0.4279
1058084.,0.0792,1058084.,0.2272,1058084.,0.0112,1058084.,0.0489,1058084.,0.0698,1058084.,-0.3633
1058124.,0.0798,1058124.,0.2286,1058124.,0.0115,1058124.,0.0511,1058124.,0.0616,1058124.,-0.2983
1058164.,0.0799,1058164.,0.2285,1058164.,0.0122,1058164.,0.1415,1058164.,0.0595,1058164.,-0.2074
1058204.,0.0808,1058204.,0.23,1058204.,0.0131,1058204.,0.1106,1058204.,0.0592,1058204.,-0.1595
1058244.,0.0818,1058244.,0.2305,1058244.,0.0125,1058244.,0.1152,1058244.,0.0188,1058244.,-0.1343
1058284.,0.0807,1058284.,0.2296,1058284.,0.0129,1058284.,0.1218,1058284.,0.0691,1058284.,-0.1526
1058324.,0.0792,1058324.,0.2305,1058324.,0.0136,1058324.,0.1001,1058324.,0.0774,1058324.,-0.1277
1058364.,0.0808,1058364.,0.233,1058364.,0.014,1058364.,0.0975,1058364.,0.0312,1058364.,-0.0363
1058404.,0.0796,1058404.,0.2334,1058404.,0.0127,1058404.,0.1129,1058404.,0.0888,1058404.,0.0039
1058444.,0.0816,1058444.,0.2361,1058444.,0.0128,1058444.,0.09,1058444.,0.0053,1058444.,0.0929
1058484.,0.0822,1058484.,0.2358,1058484.,0.013,1058484.,0.1343,1058484.,0.0445,1058484.,0.1183
1058524.,0.0825,1058524.,0.2380,1058524.,0.0126,1058524.,0.1131,1058524.,0.0719,1058524.,0.1826
1058564.,0.0829,1058564.,0.2369,1058564.,0.0129,1058564.,0.1112,1058564.,0.0777,1058564.,0.1486
1058604.,0.0836,1058604.,0.2369,1058604.,0.0122,1058604.,0.1091,1058604.,0.0619,1058604.,0.1508
1058644.,0.0845,1058644.,0.2343,1058644.,0.0121,1058644.,0.2728,1058644.,0.0635,1058644.,0.1958
1058684.,0.0855,1058684.,0.2353,1058684.,0.0125,1058684.,0.2182,1058684.,0.0109,1058684.,0.1905
1058724.,0.0829,1058724.,0.2335,1058724.,0.0128,1058724.,0.2666,1058724.,0.0706,1058724.,0.1807
1058764.,0.0843,1058764.,0.2348,1058764.,0.0118,1058764.,0.1953,1058764.,-0.0081,1058764.,0.1654
1058804.,0.0842,1058804.,0.2358,1058804.,0.0119,1058804.,0.1479,1058804.,0.0385,1058804.,0.2044
1058844.,0.0839,1058844.,0.2360,1058844.,0.0123,1058844.,0.2041,1058844.,0.0721,1058844.,0.2746
1058884.,0.0841,1058884.,0.2368,1058884.,0.0114,1058884.,0.1985,1058884.,0.0132,1058884.,0.2748
1058924.,0.0847,1058924.,0.2412,1058924.,0.0108,1058924.,0.0931,1058924.,0.0187,1058924.,0.3423
1058964.,0.0869,1058964.,0.2419,1058964.,0.0115,1058964.,0.1194,1058964.,-0.0139,1058964.,0.3918
1059004.,0.0856,1059004.,0.2438,1059004.,0.0103,1059004.,0.1056,1059004.,0.0606,1059004.,0.4633
1059044.,0.0873,1059044.,0.2452,1059044.,0.0101,1059044.,0.0472,1059044.,-0.0068,1059044.,0.4368
1059084.,0.0875,1059084.,0.2475,1059084.,0.01,1059084.,-0.0447,1059084.,0.0184,1059084.,0.4340
1059124.,0.0868,1059124.,0.2503,1059124.,0.0103,1059124.,-0.0539,1059124.,0.0289,1059124.,0.4606
1059164.,0.0874,1059164.,0.2513,1059164.,0.0102,1059164.,-0.0024,1059164.,0.0243,1059164.,0.5058
1059204.,0.0884,1059204.,0.2519,1059204.,0.0110,1059204.,-0.0083,1059204.,0.0117,1059204.,0.4991
1059244.,0.0879,1059244.,0.2507,1059244.,0.0117,1059244.,0.0461,1059244.,0.0145,1059244.,0.496
1059284.,0.0880,1059284.,0.251,1059284.,0.0121,1059284.,0.0547,1059284.,0.0247,1059284.,0.5017
1059324.,0.0894,1059324.,0.251,1059324.,0.0132,1059324.,0.0402,1059324.,0.0351,1059324.,0.4828
1059364.,0.0905,1059364.,0.2517,1059364.,0.0131,1059364.,0.0518,1059364.,-0.0149,1059364.,0.5173
1059404.,0.0898,1059404.,0.2499,1059404.,0.0122,1059404.,0.1014,1059404.,-0.0027,1059404.,0.5001
1059444.,0.0889,1059444.,0.251,1059444.,0.0119,1059444.,0.0927,1059444.,0.0311,1059444.,0.5020
1059484.,0.0874,1059484.,0.2512,1059484.,0.0108,1059484.,0.0933,1059484.,0.0744,1059484.,0.5008
1059524.,0.0885,1059524.,0.2492,1059524.,0.0112,1059524.,0.1576,1059524.,0.0250,1059524.,0.5037
1059564.,0.0881,1059564.,0.2499,1059564.,0.0104,1059564.,0.0779,1059564.,0.0034,1059564.,0.4674
1059604.,0.0882,1059604.,0.2521,1059604.,0.0102,1059604.,0.0850,1059604.,0.0251,1059604.,0.5163
1059644.,0.0887,1059644.,0.2539,1059644.,0.0105,1059644.,0.0886,1059644.,0.0427,1059644.,0.5465
1059684.,0.0883,1059684.,0.2517,1059684.,0.0102,1059684.,0.1164,1059684.,0.0372,1059684.,0.5122
1059724.,0.0885,1059724.,0.2507,1059724.,0.0101,1059724.,0.1107,1059724.,0.0384,1059724.,0.4857
1059764.,0.0904,1059764.,0.2495,1059764.,0.011,1059764.,0.0926,1059764.,0.0071,1059764.,0.4414
1059804.,0.0907,1059804.,0.2484,1059804.,0.0116,1059804.,0.1155,1059804.,0.0014,1059804.,0.4244
1059844.,0.0914,1059844.,0.2483,1059844.,0.0112,1059844.,0.1142,1059844.,-0.0075,1059844.,0.4132
1059884.,0.0902,1059884.,0.2482,1059884.,0.0117,1059884.,0.0786,1059884.,0.0401,1059884.,0.4040
1059924.,0.0913,1059924.,0.2486,1059924.,0.0128,1059924.,0.0829,1059924.,-0.0394,1059924.,0.411
1059964.,0.0900,1059964.,0.2494,1059964.,0.0117,1059964.,0.0721,1059964.,0.0343,1059964.,0.4066
1060004.,0.0911,1060004.,0.249,1060004.,0.0111,1060004.,0.0647,1060004.,-0.0023,1060004.,0.396
1060044.,0.091,1060044.,0.2508,1060044.,0.0115,1060044.,0.0344,1060044.,-0.0125,1060044.,0.4108
1060084.,0.0906,1060084.,0.2515,1060084.,0.0110,1060084.,0.0767,1060084.,0.0155,1060084.,0.4296
1060124.,0.0899,1060124.,0.2520,1060124.,0.0111,1060124.,0.0823,1060124.,0.0875,1060124.,0.4126
1060164.,0.0901,1060164.,0.2517,1060164.,0.0121,1060164.,0.0906,1060164.,0.0757,1060164.,0.4015
1060204.,0.0900,1060204.,0.2512,1060204.,0.0114,1060204.,0.1181,1060204.,0.0318,1060204.,0.4031
1060244.,0.0908,1060244.,0.2535,1060244.,0.0126,1060244.,0.1167,1060244.,0.0305,1060244.,0.4257
1060284.,0.0915,1060284.,0.2546,1060284.,0.0130,1060284.,0.1307,1060284.,-0.0025,1060284.,0.4384
1060324.,0.0922,1060324.,0.2534,1060324.,0.0121,1060324.,0.1243,1060324.,-0.0193,1060324.,0.4317
1060364.,0.0913,1060364.,0.2540,1060364.,0.0127,1060364.,0.0629,1060364.,0.0402,1060364.,0.4123
1060404.,0.0921,1060404.,0.2526,1060404.,0.0118,1060404.,0.0845,1060404.,0.0044,1060404.,0.3989
1060444.,0.0926,1060444.,0.2538,1060444.,0.0114,1060444.,0.0551,1060444.,-0.0095,1060444.,0.3989
1060484.,0.0936,1060484.,0.2544,1060484.,0.0121,1060484.,0.0812,1060484.,-0.0465,1060484.,0.4064
1060524.,0.0937,1060524.,0.2549,1060524.,0.0121,1060524.,0.056,1060524.,-0.0252,1060524.,0.4022
1060564.,0.094,1060564.,0.2539,1060564.,0.0122,1060564.,0.1091,1060564.,0.0166,1060564.,0.4006
1060604.,0.0958,1060604.,0.2555,1060604.,0.0122,1060604.,0.059,1060604.,-0.028,1060604.,0.3929
1060644.,0.0943,1060644.,0.2556,1060644.,0.0118,1060644.,0.0582,1060644.,-0.0097,1060644.,0.3865
1060684.,0.0958,1060684.,0.2543,1060684.,0.0119,1060684.,0.1347,1060684.,-0.0282,1060684.,0.3879
1060724.,0.097,1060724.,0.2561,1060724.,0.0106,1060724.,0.0665,1060724.,-0.0379,1060724.,0.3679
1060764.,0.0972,1060764.,0.2525,1060764.,0.0107,1060764.,0.1362,1060764.,-0.0321,1060764.,0.3497
1060804.,0.0985,1060804.,0.2525,1060804.,0.0109,1060804.,0.0671,1060804.,-0.0676,1060804.,0.3235
1060844.,0.0974,1060844.,0.2503,1060844.,0.0119,1060844.,0.128,1060844.,-0.0294,1060844.,0.3195
1060884.,0.0972,1060884.,0.2486,1060884.,0.0122,1060884.,0.1274,1060884.,-0.0163,1060884.,0.3
1060924.,0.0967,1060924.,0.2494,1060924.,0.0119,1060924.,0.0806,1060924.,-0.0002,1060924.,0.2868
1060964.,0.0975,1060964.,0.2507,1060964.,0.0112,1060964.,0.0964,1060964.,-0.0204,1060964.,0.3016
1061004.,0.0972,1061004.,0.2522,1061004.,0.0115,1061004.,0.0947,1061004.,-0.0013,1061004.,0.3083
1061044.,0.0971,1061044.,0.2529,1061044.,0.0113,1061044.,0.1259,1061044.,-0.0275,1061044.,0.3218
1061084.,0.0974,1061084.,0.2545,1061084.,0.0117,1061084.,0.0822,1061084.,-0.0126,1061084.,0.3146
1061124.,0.0983,1061124.,0.2540,1061124.,0.0107,1061124.,0.0977,1061124.,-0.0259,1061124.,0.3056
1061164.,0.0977,1061164.,0.2549,1061164.,0.0104,1061164.,0.1100,1061164.,-0.0234,1061164.,0.3035
1061204.,0.0970,1061204.,0.2548,1061204.,0.0106,1061204.,0.0668,1061204.,-0.0009,1061204.,0.2803
1061244.,0.0973,1061244.,0.2557,1061244.,0.0106,1061244.,0.086,1061244.,-0.0157,1061244.,0.2867
1061284.,0.0978,1061284.,0.2551,1061284.,0.0094,1061284.,0.095,1061284.,-0.0473,1061284.,0.2889
1061324.,0.0993,1061324.,0.2542,1061324.,0.0101,1061324.,0.07,1061324.,-0.084,1061324.,0.2675
1061364.,0.0972,1061364.,0.2528,1061364.,0.0106,1061364.,0.1387,1061364.,-0.0030,1061364.,0.2712
1061404.,0.0970,1061404.,0.2508,1061404.,0.0110,1061404.,0.0915,1061404.,-0.008,1061404.,0.2368
1061444.,0.0979,1061444.,0.2513,1061444.,0.0108,1061444.,0.0877,1061444.,-0.0375,1061444.,0.239
1061484.,0.1002,1061484.,0.2519,1061484.,0.0110,1061484.,0.0848,1061484.,-0.0814,1061484.,0.2357
1061524.,0.0972,1061524.,0.2526,1061524.,0.0103,1061524.,0.0755,1061524.,-0.0191,1061524.,0.2467
1061564.,0.0961,1061564.,0.2526,1061564.,0.0102,1061564.,0.0865,1061564.,-0.0291,1061564.,0.2395
1061604.,0.0966,1061604.,0.2547,1061604.,0.012,1061604.,0.0513,1061604.,-0.0321,1061604.,0.2475
1061644.,0.0967,1061644.,0.2546,1061644.,0.0127,1061644.,0.0832,1061644.,-0.0039,1061644.,0.2493
1061684.,0.0982,1061684.,0.2567,1061684.,0.0136,1061684.,0.0570,1061684.,-0.02,1061684.,0.251
1061724.,0.0997,1061724.,0.2539,1061724.,0.0126,1061724.,0.1327,1061724.,-0.0584,1061724.,0.2412
1061764.,0.0985,1061764.,0.2542,1061764.,0.0118,1061764.,0.0736,1061764.,-0.0012,1061764.,0.222
1061804.,0.0992,1061804.,0.2523,1061804.,0.0115,1061804.,0.1313,1061804.,-0.0610,1061804.,0.2260
1061844.,0.1,1061844.,0.2531,1061844.,0.0116,1061844.,0.0899,1061844.,-0.106,1061844.,0.2225
1061884.,0.0975,1061884.,0.2530,1061884.,0.0114,1061884.,0.126,1061884.,-0.0213,1061884.,0.2346
1061924.,0.0967,1061924.,0.2544,1061924.,0.0112,1061924.,0.1310,1061924.,-0.0248,1061924.,0.2494
1061964.,0.0974,1061964.,0.2561,1061964.,0.0121,1061964.,0.1065,1061964.,-0.0524,1061964.,0.2538
1062004.,0.0989,1062004.,0.2559,1062004.,0.0118,1062004.,0.1393,1062004.,-0.1141,1062004.,0.2639
1062044.,0.0988,1062044.,0.2567,1062044.,0.0125,1062044.,0.0949,1062044.,-0.0941,1062044.,0.2626
1062084.,0.0995,1062084.,0.2548,1062084.,0.0125,1062084.,0.1584,1062084.,-0.0694,1062084.,0.2639
1062124.,0.0998,1062124.,0.2549,1062124.,0.0117,1062124.,0.112,1062124.,-0.0644,1062124.,0.2502
1062164.,0.0989,1062164.,0.2536,1062164.,0.0124,1062164.,0.1432,1062164.,-0.0537,1062164.,0.2457
1062204.,0.0955,1062204.,0.2517,1062204.,0.0124,1062204.,0.1243,1062204.,0.1107,1062204.,0.2217
1062244.,0.0991,1062244.,0.2501,1062244.,0.0129,1062244.,0.1237,1062244.,-0.0038,1062244.,0.1962
1062284.,0.0997,1062284.,0.2483,1062284.,0.0131,1062284.,0.1687,1062284.,-0.0122,1062284.,0.1906
1062324.,0.0999,1062324.,0.2487,1062324.,0.0125,1062324.,0.1418,1062324.,-0.0111,1062324.,0.1840
1062364.,0.1013,1062364.,0.2463,1062364.,0.0128,1062364.,0.1322,1062364.,-0.0498,1062364.,0.1409
1062404.,0.102,1062404.,0.2453,1062404.,0.0118,1062404.,0.1152,1062404.,-0.0652,1062404.,0.1097
1062444.,0.1002,1062444.,0.2433,1062444.,0.0101,1062444.,0.1105,1062444.,-0.0141,1062444.,0.0783
1062484.,0.1006,1062484.,0.2413,1062484.,0.0103,1062484.,0.1242,1062484.,-0.0132,1062484.,0.0586
1062524.,0.1009,1062524.,0.2406,1062524.,0.0110,1062524.,0.0484,1062524.,-0.0246,1062524.,0.0074
1062564.,0.0995,1062564.,0.2392,1062564.,0.0106,1062564.,0.1007,1062564.,-0.0047,1062564.,-0.0172
1062604.,0.1003,1062604.,0.2398,1062604.,0.0104,1062604.,0.0545,1062604.,-0.0096,1062604.,-0.0105
1062644.,0.1000,1062644.,0.2396,1062644.,0.0106,1062644.,0.0618,1062644.,-0.0106,1062644.,-0.0201
1062684.,0.0997,1062684.,0.2372,1062684.,0.0104,1062684.,0.0779,1062684.,-0.0227,1062684.,-0.0828
1062724.,0.0991,1062724.,0.2384,1062724.,0.0102,1062724.,0.0418,1062724.,-0.0135,1062724.,-0.0915
1062764.,0.0965,1062764.,0.2376,1062764.,0.0102,1062764.,0.0707,1062764.,0.0298,1062764.,-0.1324
1062804.,0.0973,1062804.,0.2363,1062804.,0.0106,1062804.,0.0944,1062804.,0.0114,1062804.,-0.1276
1062844.,0.0978,1062844.,0.2336,1062844.,0.0105,1062844.,0.1826,1062844.,-0.0341,1062844.,-0.1576
1062884.,0.0967,1062884.,0.2349,1062884.,0.0107,1062884.,0.1208,1062884.,-0.0532,1062884.,-0.1899
1062924.,0.0958,1062924.,0.2367,1062924.,0.0109,1062924.,0.0483,1062924.,0.0090,1062924.,-0.1719
1062964.,0.095,1062964.,0.2334,1062964.,0.0107,1062964.,0.1179,1062964.,0.0115,1062964.,-0.2293
1063004.,0.0953,1063004.,0.2316,1063004.,0.0114,1063004.,0.1139,1063004.,-0.0404,1063004.,-0.2907
1063044.,0.0939,1063044.,0.233,1063044.,0.0107,1063044.,0.0565,1063044.,-0.0028,1063044.,-0.3045
1063084.,0.0903,1063084.,0.2358,1063084.,0.0109,1063084.,0.0406,1063084.,0.0761,1063084.,-0.3250
1063124.,0.0919,1063124.,0.2333,1063124.,0.0099,1063124.,0.0858,1063124.,-0.0061,1063124.,-0.3527
1063164.,0.0916,1063164.,0.2338,1063164.,0.01,1063164.,0.0287,1063164.,-0.0239,1063164.,-0.3936
1063204.,0.0898,1063204.,0.2322,1063204.,0.0108,1063204.,0.0999,1063204.,-0.0184,1063204.,-0.4392
1063244.,0.0886,1063244.,0.2372,1063244.,0.0103,1063244.,-0.0745,1063244.,0.0118,1063244.,-0.4402
1063284.,0.0874,1063284.,0.2382,1063284.,0.0102,1063284.,-0.0927,1063284.,0.0375,1063284.,-0.4569
1063324.,0.088,1063324.,0.2371,1063324.,0.0103,1063324.,-0.0427,1063324.,0.0295,1063324.,-0.4643
1063364.,0.0882,1063364.,0.2387,1063364.,0.0110,1063364.,-0.0653,1063364.,-0.0072,1063364.,-0.4660
1063404.,0.0857,1063404.,0.2370,1063404.,0.0113,1063404.,0.0222,1063404.,0.0403,1063404.,-0.5139
1063444.,0.0871,1063444.,0.2360,1063444.,0.0110,1063444.,0.07,1063444.,-0.0443,1063444.,-0.5141
1063484.,0.086,1063484.,0.2375,1063484.,0.0113,1063484.,0.0351,1063484.,-0.0521,1063484.,-0.5380
1063524.,0.086,1063524.,0.2365,1063524.,0.0109,1063524.,0.0451,1063524.,-0.0415,1063524.,-0.5643
1063564.,0.0843,1063564.,0.2362,1063564.,0.0111,1063564.,0.0851,1063564.,-0.0108,1063564.,-0.5918
1063604.,0.0821,1063604.,0.2416,1063604.,0.0112,1063604.,-0.0515,1063604.,-0.0051,1063604.,-0.6211
1063644.,0.0821,1063644.,0.2397,1063644.,0.0118,1063644.,0.0287,1063644.,-0.0250,1063644.,-0.6366
1063684.,0.0819,1063684.,0.2417,1063684.,0.0121,1063684.,-0.0212,1063684.,-0.0495,1063684.,-0.6382
1063724.,0.0808,1063724.,0.2395,1063724.,0.0119,1063724.,0.0905,1063724.,-0.0438,1063724.,-0.635
1063764.,0.0818,1063764.,0.2396,1063764.,0.0117,1063764.,0.0793,1063764.,-0.0884,1063764.,-0.6366
1063804.,0.0806,1063804.,0.2394,1063804.,0.0115,1063804.,0.0847,1063804.,-0.0791,1063804.,-0.6466
1063844.,0.0811,1063844.,0.2396,1063844.,0.0114,1063844.,0.0818,1063844.,-0.1254,1063844.,-0.6653
1063884.,0.0808,1063884.,0.2403,1063884.,0.0104,1063884.,0.0703,1063884.,-0.1077,1063884.,-0.6708
1063924.,0.0785,1063924.,0.2391,1063924.,0.0102,1063924.,0.1188,1063924.,-0.0724,1063924.,-0.6819
1063964.,0.0786,1063964.,0.2401,1063964.,0.0105,1063964.,0.0772,1063964.,-0.0992,1063964.,-0.7025
1064004.,0.076,1064004.,0.2406,1064004.,0.0099,1064004.,0.0784,1064004.,-0.0449,1064004.,-0.7102
1064044.,0.0754,1064044.,0.2405,1064044.,0.0098,1064044.,0.0734,1064044.,-0.0645,1064044.,-0.718
1064084.,0.0762,1064084.,0.2405,1064084.,0.0098,1064084.,0.0712,1064084.,-0.0875,1064084.,-0.7168
1064124.,0.0767,1064124.,0.2389,1064124.,0.0104,1064124.,0.0715,1064124.,-0.0823,1064124.,-0.7394
1064164.,0.0761,1064164.,0.2395,1064164.,0.0112,1064164.,0.0716,1064164.,-0.0412,1064164.,-0.7264
1064204.,0.0765,1064204.,0.2386,1064204.,0.0109,1064204.,0.1406,1064204.,-0.0730,1064204.,-0.7178
1064244.,0.0758,1064244.,0.2407,1064244.,0.0111,1064244.,0.065,1064244.,-0.0553,1064244.,-0.7205
1064284.,0.0746,1064284.,0.2386,1064284.,0.0113,1064284.,0.0614,1064284.,0.0214,1064284.,-0.7416
1064324.,0.0774,1064324.,0.2352,1064324.,0.0111,1064324.,0.1502,1064324.,-0.0772,1064324.,-0.775
1064364.,0.0762,1064364.,0.237,1064364.,0.0112,1064364.,0.1348,1064364.,-0.0232,1064364.,-0.7538
1064404.,0.0756,1064404.,0.2386,1064404.,0.0113,1064404.,0.0621,1064404.,-0.0177,1064404.,-0.7582
1064444.,0.0771,1064444.,0.2363,1064444.,0.0109,1064444.,0.0919,1064444.,-0.0386,1064444.,-0.7744
1064484.,0.0786,1064484.,0.2356,1064484.,0.0111,1064484.,0.0872,1064484.,-0.0689,1064484.,-0.7860
1064524.,0.0789,1064524.,0.2366,1064524.,0.0111,1064524.,0.0913,1064524.,-0.0545,1064524.,-0.7654
1064564.,0.0792,1064564.,0.2345,1064564.,0.0114,1064564.,0.0787,1064564.,-0.0264,1064564.,-0.7964
1064604.,0.0799,1064604.,0.2354,1064604.,0.0114,1064604.,0.074,1064604.,-0.0537,1064604.,-0.7899
1064644.,0.0792,1064644.,0.2354,1064644.,0.0114,1064644.,0.0618,1064644.,-0.0447,1064644.,-0.8018
1064684.,0.0781,1064684.,0.2354,1064684.,0.0114,1064684.,0.0567,1064684.,-0.0096,1064684.,-0.8072
1064724.,0.0788,1064724.,0.2328,1064724.,0.0114,1064724.,0.0878,1064724.,-0.0502,1064724.,-0.8434
1064764.,0.0782,1064764.,0.2337,1064764.,0.0114,1064764.,0.0334,1064764.,0.026,1064764.,-0.844
1064804.,0.078,1064804.,0.2316,1064804.,0.0123,1064804.,-0.0063,1064804.,0.0368,1064804.,-0.8873
1064844.,0.0773,1064844.,0.232,1064844.,0.0111,1064844.,0.048,1064844.,0.0442,1064844.,-0.8854
1064884.,0.0827,1064884.,0.2361,1064884.,0.0106,1064884.,-0.0497,1064884.,-0.1806,1064884.,-0.8152
1064924.,0.0828,1064924.,0.2382,1064924.,0.0104,1064924.,-0.0381,1064924.,-0.1391,1064924.,-0.7983
1064964.,0.082,1064964.,0.2393,1064964.,0.0110,1064964.,0.0555,1064964.,-0.0956,1064964.,-0.7643
1065004.,0.0835,1065004.,0.2415,1065004.,0.0103,1065004.,-0.0113,1065004.,-0.0814,1065004.,-0.7555
1065044.,0.0837,1065044.,0.2401,1065044.,0.0102,1065044.,0.0227,1065044.,-0.0644,1065044.,-0.7733
1065084.,0.0856,1065084.,0.2419,1065084.,0.0108,1065084.,0.0118,1065084.,-0.1178,1065084.,-0.7228
1065124.,0.0857,1065124.,0.2415,1065124.,0.0110,1065124.,0.0183,1065124.,-0.0708,1065124.,-0.7385
1065164.,0.0844,1065164.,0.2395,1065164.,0.0112,1065164.,0.1075,1065164.,0.0150,1065164.,-0.7485
1065204.,0.0842,1065204.,0.2389,1065204.,0.011,1065204.,0.1179,1065204.,0.0252,1065204.,-0.761
1065244.,0.0874,1065244.,0.2436,1065244.,0.012,1065244.,0.0286,1065244.,-0.0751,1065244.,-0.6923
1065284.,0.0872,1065284.,0.2453,1065284.,0.011,1065284.,0.0585,1065284.,-0.062,1065284.,-0.6319
1065324.,0.0881,1065324.,0.2459,1065324.,0.0104,1065324.,0.0757,1065324.,-0.0798,1065324.,-0.6062
1065364.,0.0849,1065364.,0.2454,1065364.,0.0108,1065364.,0.0893,1065364.,0.0888,1065364.,-0.6345
1065404.,0.0855,1065404.,0.248,1065404.,0.0109,1065404.,0.0375,1065404.,0.0747,1065404.,-0.6112
1065444.,0.0863,1065444.,0.2487,1065444.,0.0107,1065444.,0.0813,1065444.,0.025,1065444.,-0.5713
1065484.,0.0871,1065484.,0.2495,1065484.,0.0113,1065484.,0.1,1065484.,-0.0049,1065484.,-0.5531
1065524.,0.0877,1065524.,0.2503,1065524.,0.0113,1065524.,0.0993,1065524.,-0.0040,1065524.,-0.5496
1065564.,0.0867,1065564.,0.2492,1065564.,0.0118,1065564.,0.1205,1065564.,0.0476,1065564.,-0.5670
1065604.,0.0868,1065604.,0.2495,1065604.,0.0116,1065604.,0.1398,1065604.,0.0474,1065604.,-0.5491
1065644.,0.0880,1065644.,0.2518,1065644.,0.0119,1065644.,0.1202,1065644.,-0.0068,1065644.,-0.5203
1065684.,0.0882,1065684.,0.2529,1065684.,0.0122,1065684.,0.1513,1065684.,-0.0156,1065684.,-0.4963
1065724.,0.0876,1065724.,0.2530,1065724.,0.0114,1065724.,0.1396,1065724.,-0.0145,1065724.,-0.4973
1065764.,0.0888,1065764.,0.252,1065764.,0.0114,1065764.,0.1532,1065764.,-0.0546,1065764.,-0.5152
1065804.,0.0878,1065804.,0.2509,1065804.,0.0114,1065804.,0.1194,1065804.,-0.0317,1065804.,-0.5396
1065844.,0.0889,1065844.,0.2502,1065844.,0.0118,1065844.,0.1312,1065844.,-0.0418,1065844.,-0.546
1065884.,0.0883,1065884.,0.2514,1065884.,0.0116,1065884.,0.1038,1065884.,-0.0145,1065884.,-0.5266
1065924.,0.0890,1065924.,0.2517,1065924.,0.011,1065924.,0.1008,1065924.,-0.0140,1065924.,-0.5191
1065964.,0.0885,1065964.,0.2508,1065964.,0.0101,1065964.,0.1195,1065964.,0.0343,1065964.,-0.5165
1066004.,0.0893,1066004.,0.2482,1066004.,0.0109,1066004.,0.1223,1066004.,-0.0084,1066004.,-0.5561
1066044.,0.0894,1066044.,0.2475,1066044.,0.0110,1066044.,0.1261,1066044.,0.0412,1066044.,-0.5623
1066084.,0.0919,1066084.,0.2475,1066084.,0.0107,1066084.,0.09,1066084.,-0.0355,1066084.,-0.5931
1066124.,0.0924,1066124.,0.2455,1066124.,0.0116,1066124.,0.1215,1066124.,-0.0295,1066124.,-0.6148
1066164.,0.0916,1066164.,0.2466,1066164.,0.0108,1066164.,0.0415,1066164.,0.0079,1066164.,-0.6216
1066204.,0.0915,1066204.,0.2455,1066204.,0.0117,1066204.,0.0356,1066204.,0.0212,1066204.,-0.6432
1066244.,0.0925,1066244.,0.244,1066244.,0.012,1066244.,0.0845,1066244.,-0.0094,1066244.,-0.6503
1066284.,0.0935,1066284.,0.2430,1066284.,0.0123,1066284.,0.0706,1066284.,-0.0088,1066284.,-0.6717
1066324.,0.0935,1066324.,0.2433,1066324.,0.0121,1066324.,0.0306,1066324.,0.0135,1066324.,-0.6727
1066364.,0.0943,1066364.,0.2450,1066364.,0.0122,1066364.,0.0395,1066364.,-0.013,1066364.,-0.6345
1066404.,0.0937,1066404.,0.2459,1066404.,0.0124,1066404.,0.0402,1066404.,0.0038,1066404.,-0.6219
1066444.,0.0948,1066444.,0.2468,1066444.,0.0111,1066444.,0.0555,1066444.,0.0152,1066444.,-0.6097
1066484.,0.0952,1066484.,0.2455,1066484.,0.0107,1066484.,0.0838,1066484.,0.014,1066484.,-0.6282
1066524.,0.0941,1066524.,0.2459,1066524.,0.0108,1066524.,0.0788,1066524.,0.0507,1066524.,-0.6224
1066564.,0.0944,1066564.,0.2464,1066564.,0.0109,1066564.,0.0782,1066564.,0.0032,1066564.,-0.6045
1066604.,0.0950,1066604.,0.2457,1066604.,0.0111,1066604.,0.0436,1066604.,-0.0084,1066604.,-0.633
1066644.,0.0959,1066644.,0.2472,1066644.,0.0115,1066644.,0.0455,1066644.,0.0079,1066644.,-0.6166
1066684.,0.0961,1066684.,0.2422,1066684.,0.0111,1066684.,0.1161,1066684.,0.0531,1066684.,-0.6791
1066724.,0.0964,1066724.,0.2448,1066724.,0.0107,1066724.,0.0211,1066724.,0.0746,1066724.,-0.6858
1066764.,0.0969,1066764.,0.2428,1066764.,0.0109,1066764.,0.0544,1066764.,0.0339,1066764.,-0.6992
1066804.,0.0974,1066804.,0.2434,1066804.,0.0110,1066804.,0.0836,1066804.,0.0305,1066804.,-0.6790
1066844.,0.0978,1066844.,0.2439,1066844.,0.0106,1066844.,0.0624,1066844.,-0.004,1066844.,-0.6813
1066884.,0.0989,1066884.,0.2462,1066884.,0.0108,1066884.,0.0483,1066884.,-0.007,1066884.,-0.6572
1066924.,0.0980,1066924.,0.2467,1066924.,0.0119,1066924.,0.058,1066924.,0.0322,1066924.,-0.6576
