stateEstimate.x_x,stateEstimate.x_y,stateEstimate.y_x,stateEstimate.y_y,stateEstimate.z_x,stateEstimate.z_y,stateEstimate.roll_x,stateEstimate.roll_y,stateEstimate.pitch_x,stateEstimate.pitch_y,stateEstimate.yaw_x,stateEstimate.yaw_y
1037564.,0.0864,1037564.,0.2553,1037564.,0.0116,1037564.,0.0527,1037564.,0.0038,1037564.,-0.3655
1037604.,0.0914,1037604.,0.2558,1037604.,0.0110,1037604.,0.0135,1037604.,-0.2010,1037604.,-0.348
1037644.,0.0913,1037644.,0.2534,1037644.,0.0112,1037644.,0.0386,1037644.,-0.0955,1037644.,-0.4010
1037684.,0.0930,1037684.,0.2542,1037684.,0.0107,1037684.,-0.0231,1037684.,-0.1148,1037684.,-0.4311
1037724.,0.0934,1037724.,0.2545,1037724.,0.0117,1037724.,0.0145,1037724.,-0.1338,1037724.,-0.3948
1037764.,0.0902,1037764.,0.2596,1037764.,0.0108,1037764.,-0.1249,1037764.,-0.022,1037764.,-0.433
1037804.,0.0903,1037804.,0.2628,1037804.,0.0109,1037804.,-0.1553,1037804.,-0.0323,1037804.,-0.4142
1037844.,0.0906,1037844.,0.2617,1037844.,0.0106,1037844.,-0.0979,1037844.,-0.0716,1037844.,-0.3824
1037884.,0.092,1037884.,0.2578,1037884.,0.0105,1037884.,-0.0142,1037884.,-0.0642,1037884.,-0.4682
1037924.,0.0914,1037924.,0.2592,1037924.,0.0105,1037924.,-0.0103,1037924.,-0.0116,1037924.,-0.4922
1037964.,0.0925,1037964.,0.2583,1037964.,0.0112,1037964.,0.0303,1037964.,-0.0642,1037964.,-0.4658
1038004.,0.0915,1038004.,0.2595,1038004.,0.0112,1038004.,0.0342,1038004.,-0.0279,1038004.,-0.4577
1038044.,0.092,1038044.,0.2596,1038044.,0.0126,1038044.,0.0598,1038044.,-0.0278,1038044.,-0.4706
1038084.,0.0921,1038084.,0.2575,1038084.,0.0123,1038084.,0.1162,1038084.,-0.051,1038084.,-0.4699
1038124.,0.0916,1038124.,0.2563,1038124.,0.0129,1038124.,0.0864,1038124.,-0.009,1038124.,-0.5389
1038164.,0.0906,1038164.,0.2582,1038164.,0.0124,1038164.,0.0662,1038164.,-0.0161,1038164.,-0.4552
1038204.,0.0912,1038204.,0.2566,1038204.,0.0124,1038204.,0.1014,1038204.,-0.0521,1038204.,-0.474
1038244.,0.091,1038244.,0.2556,1038244.,0.0137,1038244.,0.1375,1038244.,-0.0315,1038244.,-0.481
1038284.,0.0919,1038284.,0.2538,1038284.,0.0138,1038284.,0.1369,1038284.,-0.0748,1038284.,-0.5110
1038324.,0.0906,1038324.,0.2548,1038324.,0.0134,1038324.,0.0946,1038324.,-0.0115,1038324.,-0.5114
1038364.,0.0909,1038364.,0.2552,1038364.,0.0126,1038364.,0.0968,1038364.,-0.0457,1038364.,-0.4908
1038404.,0.0903,1038404.,0.2506,1038404.,0.0117,1038404.,0.2384,1038404.,-0.0421,1038404.,-0.4921
1038444.,0.0872,1038444.,0.2514,1038444.,0.0114,1038444.,0.2153,1038444.,0.0651,1038444.,-0.4081
1038484.,0.0864,1038484.,0.2534,1038484.,0.0111,1038484.,0.1797,1038484.,0.0656,1038484.,-0.3467
1038524.,0.0875,1038524.,0.2549,1038524.,0.0109,1038524.,0.1562,1038524.,0.0339,1038524.,-0.3391
1038564.,0.0872,1038564.,0.2555,1038564.,0.0099,1038564.,0.1407,1038564.,0.0474,1038564.,-0.3261
1038604.,0.0877,1038604.,0.2544,1038604.,0.0107,1038604.,0.1364,1038604.,-0.0053,1038604.,-0.3564
1038644.,0.0879,1038644.,0.2538,1038644.,0.0117,1038644.,0.1119,1038644.,0.0105,1038644.,-0.3656
1038684.,0.0889,1038684.,0.2536,1038684.,0.0111,1038684.,0.1201,1038684.,-0.0461,1038684.,-0.3754
1038724.,0.0898,1038724.,0.2548,1038724.,0.0111,1038724.,0.0857,1038724.,-0.125,1038724.,-0.3753
1038764.,0.0866,1038764.,0.2548,1038764.,0.0115,1038764.,0.0894,1038764.,0.0471,1038764.,-0.343
1038804.,0.0895,1038804.,0.2485,1038804.,0.0119,1038804.,0.3117,1038804.,-0.0179,1038804.,-0.4091
1038844.,0.0897,1038844.,0.2476,1038844.,0.0126,1038844.,0.2727,1038844.,-0.0284,1038844.,-0.4225
1038884.,0.0912,1038884.,0.2496,1038884.,0.0123,1038884.,0.1637,1038884.,-0.0921,1038884.,-0.4457
1038924.,0.0898,1038924.,0.2505,1038924.,0.012,1038924.,0.1096,1038924.,-0.0443,1038924.,-0.4420
1038964.,0.0903,1038964.,0.2531,1038964.,0.0109,1038964.,0.0367,1038964.,-0.0395,1038964.,-0.4255
1039004.,0.091,1039004.,0.2519,1039004.,0.0109,1039004.,0.1113,1039004.,-0.0471,1039004.,-0.4141
1039044.,0.0911,1039044.,0.2525,1039044.,0.0109,1039044.,0.0261,1039044.,-0.0241,1039044.,-0.4411
1039084.,0.0924,1039084.,0.2520,1039084.,0.0114,1039084.,0.0099,1039084.,-0.0436,1039084.,-0.4566
1039124.,0.0918,1039124.,0.2518,1039124.,0.0109,1039124.,0.0005,1039124.,-0.0194,1039124.,-0.4676
1039164.,0.0936,1039164.,0.2503,1039164.,0.011,1039164.,0.0636,1039164.,-0.0604,1039164.,-0.4628
1039204.,0.0939,1039204.,0.2485,1039204.,0.0107,1039204.,0.0835,1039204.,-0.0395,1039204.,-0.4794
1039244.,0.0939,1039244.,0.2483,1039244.,0.0104,1039244.,0.0599,1039244.,-0.0368,1039244.,-0.5017
1039284.,0.0927,1039284.,0.2494,1039284.,0.0106,1039284.,0.0409,1039284.,0.0059,1039284.,-0.4904
1039324.,0.093,1039324.,0.2478,1039324.,0.0108,1039324.,0.0677,1039324.,-0.0330,1039324.,-0.5208
1039364.,0.0924,1039364.,0.2466,1039364.,0.0102,1039364.,0.0653,1039364.,-0.0082,1039364.,-0.5446
1039404.,0.0945,1039404.,0.2473,1039404.,0.0105,1039404.,0.0502,1039404.,-0.0569,1039404.,-0.5367
1039444.,0.0946,1039444.,0.2496,1039444.,0.0112,1039444.,-0.0365,1039444.,-0.0200,1039444.,-0.5453
1039484.,0.0959,1039484.,0.2492,1039484.,0.0117,1039484.,-0.0080,1039484.,-0.0779,1039484.,-0.5296
1039524.,0.0931,1039524.,0.2494,1039524.,0.0124,1039524.,0.0393,1039524.,0.0251,1039524.,-0.5188
1039564.,0.0935,1039564.,0.2506,1039564.,0.0123,1039564.,-0.0326,1039564.,-0.0074,1039564.,-0.5311
1039604.,0.0962,1039604.,0.2495,1039604.,0.0120,1039604.,0.0496,1039604.,-0.1197,1039604.,-0.4977
1039644.,0.0965,1039644.,0.2474,1039644.,0.0124,1039644.,0.0894,1039644.,-0.0982,1039644.,-0.5181
1039684.,0.0970,1039684.,0.2506,1039684.,0.0116,1039684.,0.0133,1039684.,-0.0864,1039684.,-0.4902
1039724.,0.0963,1039724.,0.2504,1039724.,0.0124,1039724.,0.0479,1039724.,-0.0636,1039724.,-0.4857
1039764.,0.0958,1039764.,0.2506,1039764.,0.0138,1039764.,0.0543,1039764.,-0.0693,1039764.,-0.4788
1039804.,0.0961,1039804.,0.2521,1039804.,0.0130,1039804.,0.0365,1039804.,-0.0976,1039804.,-0.4625
1039844.,0.0948,1039844.,0.251,1039844.,0.0128,1039844.,0.0401,1039844.,-0.0143,1039844.,-0.4961
1039884.,0.0962,1039884.,0.2478,1039884.,0.0132,1039884.,0.0947,1039884.,-0.0265,1039884.,-0.5360
1039924.,0.0956,1039924.,0.2488,1039924.,0.0133,1039924.,0.0753,1039924.,-0.0037,1039924.,-0.5272
1039964.,0.0963,1039964.,0.2499,1039964.,0.0134,1039964.,0.0444,1039964.,-0.0434,1039964.,-0.5069
1040004.,0.0961,1040004.,0.2494,1040004.,0.0127,1040004.,0.0888,1040004.,-0.0552,1040004.,-0.4831
1040044.,0.0942,1040044.,0.2519,1040044.,0.0113,1040044.,0.0317,1040044.,0.0162,1040044.,-0.4542
1040084.,0.0957,1040084.,0.2518,1040084.,0.0115,1040084.,-0.0151,1040084.,0.0010,1040084.,-0.4945
1040124.,0.0959,1040124.,0.2528,1040124.,0.0117,1040124.,0.0190,1040124.,0.0106,1040124.,-0.4511
1040164.,0.0958,1040164.,0.2540,1040164.,0.0117,1040164.,0.0358,1040164.,0.0115,1040164.,-0.4099
1040204.,0.0955,1040204.,0.2558,1040204.,0.0119,1040204.,0.0071,1040204.,0.0103,1040204.,-0.3942
1040244.,0.0962,1040244.,0.2552,1040244.,0.0121,1040244.,0.0431,1040244.,-0.016,1040244.,-0.3863
1040284.,0.0961,1040284.,0.2541,1040284.,0.0122,1040284.,0.0813,1040284.,-0.0259,1040284.,-0.3949
1040324.,0.0963,1040324.,0.2525,1040324.,0.0118,1040324.,0.1219,1040324.,-0.0151,1040324.,-0.4114
1040364.,0.0967,1040364.,0.2531,1040364.,0.0116,1040364.,0.1204,1040364.,-0.0328,1040364.,-0.3903
1040404.,0.0948,1040404.,0.2525,1040404.,0.0118,1040404.,0.0777,1040404.,0.0606,1040404.,-0.4269
1040444.,0.0954,1040444.,0.2523,1040444.,0.0124,1040444.,0.0777,1040444.,0.0237,1040444.,-0.4323
1040484.,0.0954,1040484.,0.251,1040484.,0.0120,1040484.,0.1235,1040484.,-0.0119,1040484.,-0.4445
1040524.,0.0962,1040524.,0.2524,1040524.,0.0121,1040524.,0.0804,1040524.,-0.0358,1040524.,-0.421
1040564.,0.0956,1040564.,0.2525,1040564.,0.0118,1040564.,0.0856,1040564.,0.0188,1040564.,-0.4113
1040604.,0.0962,1040604.,0.2522,1040604.,0.0123,1040604.,0.0533,1040604.,-0.0248,1040604.,-0.4348
1040644.,0.0956,1040644.,0.2532,1040644.,0.0127,1040644.,0.0567,1040644.,-0.0145,1040644.,-0.4243
1040684.,0.0943,1040684.,0.2527,1040684.,0.0126,1040684.,0.1071,1040684.,-0.004,1040684.,-0.418
1040724.,0.0944,1040724.,0.2548,1040724.,0.0125,1040724.,-0.0222,1040724.,-0.0017,1040724.,-0.4345
1040764.,0.0969,1040764.,0.2529,1040764.,0.0128,1040764.,0.0046,1040764.,-0.0687,1040764.,-0.4599
1040804.,0.0968,1040804.,0.2544,1040804.,0.0126,1040804.,-0.0199,1040804.,-0.0384,1040804.,-0.4373
1040844.,0.0975,1040844.,0.2553,1040844.,0.0110,1040844.,0.0158,1040844.,-0.0734,1040844.,-0.3969
1040884.,0.0967,1040884.,0.2555,1040884.,0.0114,1040884.,0.0304,1040884.,-0.0157,1040884.,-0.3898
1040924.,0.0970,1040924.,0.2565,1040924.,0.0116,1040924.,0.0317,1040924.,-0.0263,1040924.,-0.3652
1040964.,0.0977,1040964.,0.2564,1040964.,0.0114,1040964.,0.0010,1040964.,-0.0248,1040964.,-0.3876
1041004.,0.0964,1041004.,0.2566,1041004.,0.0126,1041004.,0.0308,1041004.,-0.0266,1041004.,-0.3664
1041044.,0.0959,1041044.,0.2548,1041044.,0.0126,1041044.,0.0721,1041044.,-0.0216,1041044.,-0.3921
1041084.,0.0965,1041084.,0.2550,1041084.,0.0134,1041084.,0.0726,1041084.,-0.0493,1041084.,-0.3835
1041124.,0.0951,1041124.,0.2570,1041124.,0.0127,1041124.,0.005,1041124.,-0.01,1041124.,-0.3940
1041164.,0.0966,1041164.,0.2565,1041164.,0.0125,1041164.,0.0414,1041164.,-0.0562,1041164.,-0.3783
1041204.,0.0973,1041204.,0.2565,1041204.,0.0120,1041204.,0.0847,1041204.,-0.0446,1041204.,-0.3628
1041244.,0.0966,1041244.,0.256,1041244.,0.0121,1041244.,0.0988,1041244.,-0.0404,1041244.,-0.3613
1041284.,0.0960,1041284.,0.2561,1041284.,0.0122,1041284.,0.109,1041284.,-0.0200,1041284.,-0.3552
1041324.,0.0969,1041324.,0.2573,1041324.,0.0122,1041324.,0.0735,1041324.,-0.0725,1041324.,-0.3545
1041364.,0.0969,1041364.,0.2594,1041364.,0.0127,1041364.,0.0266,1041364.,-0.0552,1041364.,-0.3255
1041404.,0.0967,1041404.,0.2588,1041404.,0.0116,1041404.,0.0671,1041404.,-0.002,1041404.,-0.3145
1041444.,0.0967,1041444.,0.2591,1041444.,0.011,1041444.,0.0522,1041444.,0.005,1041444.,-0.3229
1041484.,0.0969,1041484.,0.2599,1041484.,0.0118,1041484.,0.056,1041484.,-0.0168,1041484.,-0.2903
1041524.,0.0978,1041524.,0.2587,1041524.,0.0116,1041524.,0.0629,1041524.,-0.0610,1041524.,-0.3220
1041564.,0.1000,1041564.,0.2580,1041564.,0.0101,1041564.,0.0551,1041564.,-0.1550,1041564.,-0.3547
1041604.,0.1002,1041604.,0.2605,1041604.,0.0107,1041604.,0.0234,1041604.,-0.1023,1041604.,-0.3053
1041644.,0.0996,1041644.,0.2597,1041644.,0.0117,1041644.,0.0619,1041644.,-0.0443,1041644.,-0.3028
1041684.,0.0997,1041684.,0.2590,1041684.,0.0116,1041684.,0.0993,1041684.,-0.0362,1041684.,-0.2936
1041724.,0.0962,1041724.,0.2627,1041724.,0.0122,1041724.,-0.0106,1041724.,0.0846,1041724.,-0.2669
1041764.,0.0969,1041764.,0.2614,1041764.,0.0120,1041764.,0.0265,1041764.,0.0264,1041764.,-0.3049
1041804.,0.0958,1041804.,0.2611,1041804.,0.0126,1041804.,0.0342,1041804.,0.1074,1041804.,-0.3152
1041844.,0.0981,1041844.,0.2609,1041844.,0.0133,1041844.,0.0404,1041844.,0.0302,1041844.,-0.3099
1041884.,0.0979,1041884.,0.2598,1041884.,0.0138,1041884.,0.066,1041884.,0.0204,1041884.,-0.3311
1041924.,0.0966,1041924.,0.2605,1041924.,0.0146,1041924.,0.0225,1041924.,-0.0025,1041924.,-0.3449
1041964.,0.0934,1041964.,0.2611,1041964.,0.0148,1041964.,0.0284,1041964.,0.0087,1041964.,-0.3248
1042004.,0.0929,1042004.,0.2577,1042004.,0.0145,1042004.,0.1091,1042004.,0.0030,1042004.,-0.3804
1042044.,0.093,1042044.,0.2580,1042044.,0.0138,1042044.,0.0888,1042044.,-0.0087,1042044.,-0.3815
1042084.,0.0904,1042084.,0.2583,1042084.,0.012,1042084.,0.0569,1042084.,0.0612,1042084.,-0.3991
1042124.,0.0896,1042124.,0.2573,1042124.,0.0132,1042124.,0.0340,1042124.,0.0526,1042124.,-0.4383
1042164.,0.0895,1042164.,0.258,1042164.,0.0128,1042164.,0.0218,1042164.,0.0112,1042164.,-0.4433
1042204.,0.0875,1042204.,0.2563,1042204.,0.0126,1042204.,0.0939,1042204.,0.0006,1042204.,-0.4723
1042244.,0.0898,1042244.,0.2533,1042244.,0.0124,1042244.,0.1669,1042244.,-0.0525,1042244.,-0.5089
1042284.,0.0900,1042284.,0.2531,1042284.,0.0135,1042284.,0.1005,1042284.,-0.0755,1042284.,-0.539
1042324.,0.0908,1042324.,0.2521,1042324.,0.012,1042324.,0.1106,1042324.,-0.0915,1042324.,-0.5515
1042364.,0.0921,1042364.,0.2526,1042364.,0.0127,1042364.,0.0898,1042364.,-0.1082,1042364.,-0.5505
1042404.,0.0896,1042404.,0.2503,1042404.,0.0133,1042404.,0.0786,1042404.,-0.0268,1042404.,-0.5898
1042444.,0.0896,1042444.,0.2498,1042444.,0.0136,1042444.,0.0741,1042444.,-0.0723,1042444.,-0.6070
1042484.,0.0894,1042484.,0.2508,1042484.,0.0131,1042484.,0.0707,1042484.,-0.0542,1042484.,-0.5831
1042524.,0.0891,1042524.,0.25,1042524.,0.0128,1042524.,0.1205,1042524.,-0.0467,1042524.,-0.5733
1042564.,0.0866,1042564.,0.2510,1042564.,0.0131,1042564.,0.0715,1042564.,-0.0068,1042564.,-0.5872
1042604.,0.0856,1042604.,0.2508,1042604.,0.0132,1042604.,0.0412,1042604.,-0.005,1042604.,-0.6108
1042644.,0.0865,1042644.,0.2513,1042644.,0.0120,1042644.,0.0365,1042644.,-0.0405,1042644.,-0.5928
1042684.,0.0823,1042684.,0.2521,1042684.,0.0133,1042684.,0.0391,1042684.,0.0515,1042684.,-0.5726
1042724.,0.0836,1042724.,0.2509,1042724.,0.0122,1042724.,0.0297,1042724.,-0.0287,1042724.,-0.6018
1042764.,0.0826,1042764.,0.2505,1042764.,0.013,1042764.,0.0306,1042764.,0.0152,1042764.,-0.6055
1042804.,0.0833,1042804.,0.2494,1042804.,0.0124,1042804.,0.0360,1042804.,-0.0244,1042804.,-0.6197
1042844.,0.0834,1042844.,0.2486,1042844.,0.0123,1042844.,0.0367,1042844.,-0.0088,1042844.,-0.6400
1042884.,0.0844,1042884.,0.2456,1042884.,0.0122,1042884.,0.1494,1042884.,-0.0531,1042884.,-0.6368
1042924.,0.0835,1042924.,0.2501,1042924.,0.0118,1042924.,0.0173,1042924.,-0.0553,1042924.,-0.5982
1042964.,0.0838,1042964.,0.2503,1042964.,0.0119,1042964.,0.0234,1042964.,-0.0388,1042964.,-0.5934
1043004.,0.0825,1043004.,0.2489,1043004.,0.0120,1043004.,0.0555,1043004.,0.0233,1043004.,-0.6085
1043044.,0.0813,1043044.,0.2479,1043044.,0.0122,1043044.,0.0521,1043044.,0.0267,1043044.,-0.6288
1043084.,0.0778,1043084.,0.248,1043084.,0.0105,1043084.,0.0174,1043084.,0.1630,1043084.,-0.6445
1043124.,0.077,1043124.,0.2476,1043124.,0.0110,1043124.,0.0159,1043124.,0.1407,1043124.,-0.6543
1043164.,0.0779,1043164.,0.248,1043164.,0.0119,1043164.,0.0204,1043164.,0.0812,1043164.,-0.652
1043204.,0.0796,1043204.,0.2477,1043204.,0.0126,1043204.,0.0438,1043204.,0.0151,1043204.,-0.6506
1043244.,0.077,1043244.,0.2467,1043244.,0.0126,1043244.,0.0399,1043244.,0.0799,1043244.,-0.6597
1043284.,0.0765,1043284.,0.2468,1043284.,0.0131,1043284.,0.0117,1043284.,0.0517,1043284.,-0.6468
1043324.,0.0773,1043324.,0.2486,1043324.,0.0129,1043324.,0.0197,1043324.,-0.0248,1043324.,-0.6383
1043364.,0.0770,1043364.,0.2482,1043364.,0.0131,1043364.,0.0384,1043364.,0.0099,1043364.,-0.6422
1043404.,0.0768,1043404.,0.2478,1043404.,0.0129,1043404.,0.0632,1043404.,-0.0098,1043404.,-0.6394
1043444.,0.0780,1043444.,0.2475,1043444.,0.0131,1043444.,0.0597,1043444.,-0.0967,1043444.,-0.6331
1043484.,0.0785,1043484.,0.2481,1043484.,0.0124,1043484.,0.0617,1043484.,-0.1136,1043484.,-0.6306
1043524.,0.0769,1043524.,0.2481,1043524.,0.0126,1043524.,0.0901,1043524.,-0.0901,1043524.,-0.6291
1043564.,0.0778,1043564.,0.2485,1043564.,0.0134,1043564.,0.0166,1043564.,-0.1029,1043564.,-0.6264
1043604.,0.0779,1043604.,0.2500,1043604.,0.0134,1043604.,0.0190,1043604.,-0.0656,1043604.,-0.6244
1043644.,0.0797,1043644.,0.2512,1043644.,0.014,1043644.,0.0218,1043644.,-0.086,1043644.,-0.6186
1043684.,0.0789,1043684.,0.2535,1043684.,0.0129,1043684.,0.0193,1043684.,-0.0771,1043684.,-0.6180
1043724.,0.0775,1043724.,0.2512,1043724.,0.0127,1043724.,0.1191,1043724.,-0.0678,1043724.,-0.6003
1043764.,0.0754,1043764.,0.2547,1043764.,0.0128,1043764.,0.0743,1043764.,-0.042,1043764.,-0.6083
1043804.,0.0771,1043804.,0.2556,1043804.,0.0131,1043804.,0.0643,1043804.,-0.0610,1043804.,-0.609
1043844.,0.0748,1043844.,0.2543,1043844.,0.0124,1043844.,0.0661,1043844.,0.0357,1043844.,-0.6032
1043884.,0.0744,1043884.,0.251,1043884.,0.0123,1043884.,0.0709,1043884.,0.0703,1043884.,-0.5955
1043924.,0.0756,1043924.,0.2492,1043924.,0.0115,1043924.,0.1023,1043924.,0.0340,1043924.,-0.5944
1043964.,0.0755,1043964.,0.2465,1043964.,0.0125,1043964.,0.0988,1043964.,0.0208,1043964.,-0.5901
1044004.,0.0757,1044004.,0.2435,1044004.,0.0121,1044004.,0.0725,1044004.,0.0603,1044004.,-0.5778
1044044.,0.078,1044044.,0.2424,1044044.,0.0122,1044044.,0.0401,1044044.,-0.0322,1044044.,-0.5685
1044084.,0.0768,1044084.,0.2401,1044084.,0.0118,1044084.,0.0815,1044084.,0.0262,1044084.,-0.5601
1044124.,0.0788,1044124.,0.2389,1044124.,0.0125,1044124.,0.0867,1044124.,-0.0373,1044124.,-0.5413
1044164.,0.0792,1044164.,0.2403,1044164.,0.0125,1044164.,-0.0338,1044164.,-0.0491,1044164.,-0.5254
1044204.,0.0793,1044204.,0.2386,1044204.,0.0125,1044204.,0.0397,1044204.,-0.0364,1044204.,-0.5269
1044244.,0.0806,1044244.,0.2395,1044244.,0.0121,1044244.,-0.0212,1044244.,-0.0665,1044244.,-0.5086
1044284.,0.0806,1044284.,0.2362,1044284.,0.0127,1044284.,0.0419,1044284.,-0.0541,1044284.,-0.4980
1044324.,0.0812,1044324.,0.2344,1044324.,0.0126,1044324.,0.019,1044324.,-0.0709,1044324.,-0.4714
1044364.,0.0798,1044364.,0.2332,1044364.,0.0117,1044364.,0.0570,1044364.,-0.0023,1044364.,-0.4749
1044404.,0.0822,1044404.,0.2309,1044404.,0.0123,1044404.,0.0570,1044404.,-0.0840,1044404.,-0.4558
1044444.,0.0818,1044444.,0.2301,1044444.,0.0127,1044444.,0.0485,1044444.,-0.0674,1044444.,-0.4499
1044484.,0.0814,1044484.,0.2309,1044484.,0.0115,1044484.,-0.0039,1044484.,-0.0812,1044484.,-0.4514
1044524.,0.0801,1044524.,0.2289,1044524.,0.0113,1044524.,0.0444,1044524.,0.0052,1044524.,-0.4526
1044564.,0.081,1044564.,0.2289,1044564.,0.0116,1044564.,0.0118,1044564.,-0.0157,1044564.,-0.4506
1044604.,0.0828,1044604.,0.2293,1044604.,0.0114,1044604.,-0.0337,1044604.,-0.0645,1044604.,-0.4449
1044644.,0.0835,1044644.,0.2255,1044644.,0.0114,1044644.,0.0486,1044644.,-0.0620,1044644.,-0.4295
1044684.,0.0826,1044684.,0.2245,1044684.,0.0114,1044684.,0.0413,1044684.,-0.0308,1044684.,-0.4297
1044724.,0.0832,1044724.,0.2248,1044724.,0.0122,1044724.,0.0045,1044724.,-0.0296,1044724.,-0.43
1044764.,0.0837,1044764.,0.2220,1044764.,0.012,1044764.,0.0303,1044764.,-0.0470,1044764.,-0.4243
1044804.,0.0832,1044804.,0.2198,1044804.,0.0127,1044804.,0.0102,1044804.,-0.0601,1044804.,-0.4133
1044844.,0.0816,1044844.,0.2194,1044844.,0.0128,1044844.,-0.0037,1044844.,0.014,1044844.,-0.4162
1044884.,0.0814,1044884.,0.2177,1044884.,0.0140,1044884.,0.0182,1044884.,0.0304,1044884.,-0.4066
1044924.,0.0812,1044924.,0.2175,1044924.,0.0131,1044924.,-0.0433,1044924.,0.0691,1044924.,-0.3877
1044964.,0.0827,1044964.,0.217,1044964.,0.0129,1044964.,-0.0116,1044964.,0.024,1044964.,-0.3816
1045004.,0.083,1045004.,0.2165,1045004.,0.0127,1045004.,-0.0163,1045004.,-0.0173,1045004.,-0.3771
1045044.,0.0829,1045044.,0.2143,1045044.,0.0121,1045044.,0.0383,1045044.,-0.0099,1045044.,-0.3688
1045084.,0.0832,1045084.,0.2150,1045084.,0.0117,1045084.,-0.016,1045084.,-0.0242,1045084.,-0.3586
1045124.,0.0825,1045124.,0.2137,1045124.,0.0118,1045124.,0.0348,1045124.,0.0185,1045124.,-0.3658
1045164.,0.0842,1045164.,0.2143,1045164.,0.0115,1045164.,-0.0103,1045164.,-0.0395,1045164.,-0.3411
1045204.,0.0844,1045204.,0.2125,1045204.,0.0116,1045204.,0.0412,1045204.,-0.0392,1045204.,-0.3347
1045244.,0.0857,1045244.,0.2122,1045244.,0.0109,1045244.,-0.0279,1045244.,-0.0515,1045244.,-0.3077
1045284.,0.0853,1045284.,0.2122,1045284.,0.0119,1045284.,-0.0199,1045284.,-0.0231,1045284.,-0.3009
1045324.,0.0850,1045324.,0.2116,1045324.,0.0117,1045324.,0.0014,1045324.,-0.0497,1045324.,-0.2960
1045364.,0.0863,1045364.,0.211,1045364.,0.012,1045364.,-0.0005,1045364.,-0.0852,1045364.,-0.2883
1045404.,0.0874,1045404.,0.2103,1045404.,0.0130,1045404.,0.0061,1045404.,-0.0777,1045404.,-0.2907
1045444.,0.0874,1045444.,0.2102,1045444.,0.0125,1045444.,-0.0269,1045444.,-0.0505,1045444.,-0.2943
1045484.,0.0870,1045484.,0.2083,1045484.,0.0121,1045484.,-0.0093,1045484.,-0.0253,1045484.,-0.3009
1045524.,0.0879,1045524.,0.2081,1045524.,0.0122,1045524.,-0.0271,1045524.,-0.0342,1045524.,-0.2998
1045564.,0.0885,1045564.,0.2067,1045564.,0.0122,1045564.,-0.0107,1045564.,-0.0527,1045564.,-0.2929
1045604.,0.0894,1045604.,0.2046,1045604.,0.0126,1045604.,0.0353,1045604.,-0.0347,1045604.,-0.2907
1045644.,0.0869,1045644.,0.2033,1045644.,0.0122,1045644.,0.0392,1045644.,0.0495,1045644.,-0.2923
1045684.,0.0871,1045684.,0.2013,1045684.,0.0130,1045684.,0.0617,1045684.,0.05,1045684.,-0.2860
1045724.,0.0874,1045724.,0.2009,1045724.,0.0133,1045724.,0.0542,1045724.,0.0289,1045724.,-0.2822
1045764.,0.0875,1045764.,0.1979,1045764.,0.0127,1045764.,0.0933,1045764.,0.0303,1045764.,-0.2835
1045804.,0.0875,1045804.,0.1959,1045804.,0.0127,1045804.,0.096,1045804.,0.0267,1045804.,-0.2827
1045844.,0.0886,1045844.,0.1959,1045844.,0.0122,1045844.,0.0679,1045844.,-0.015,1045844.,-0.2918
1045884.,0.088,1045884.,0.1951,1045884.,0.0119,1045884.,0.0466,1045884.,0.0192,1045884.,-0.2899
1045924.,0.0896,1045924.,0.1953,1045924.,0.012,1045924.,0.0601,1045924.,-0.0431,1045924.,-0.3105
1045964.,0.0868,1045964.,0.1942,1045964.,0.0126,1045964.,0.0806,1045964.,0.0225,1045964.,-0.329
1046004.,0.0885,1046004.,0.1957,1046004.,0.0125,1046004.,0.0307,1046004.,-0.0525,1046004.,-0.3424
1046044.,0.0867,1046044.,0.1960,1046044.,0.0116,1046044.,0.0078,1046044.,0.0120,1046044.,-0.351
1046084.,0.0884,1046084.,0.195,1046084.,0.0118,1046084.,0.0037,1046084.,-0.0134,1046084.,-0.3338
1046124.,0.0877,1046124.,0.1895,1046124.,0.0119,1046124.,0.2001,1046124.,0.0489,1046124.,-0.3254
1046164.,0.0876,1046164.,0.1924,1046164.,0.0109,1046164.,0.0498,1046164.,0.0246,1046164.,-0.3252
1046204.,0.0873,1046204.,0.1896,1046204.,0.0118,1046204.,0.0173,1046204.,0.0442,1046204.,-0.3057
1046244.,0.0882,1046244.,0.1885,1046244.,0.0112,1046244.,0.0533,1046244.,0.0179,1046244.,-0.3106
1046284.,0.0885,1046284.,0.1896,1046284.,0.0113,1046284.,-0.0042,1046284.,-0.0103,1046284.,-0.3275
1046324.,0.0879,1046324.,0.1889,1046324.,0.0122,1046324.,0.0289,1046324.,0.0086,1046324.,-0.3286
1046364.,0.0873,1046364.,0.1888,1046364.,0.0119,1046364.,0.0254,1046364.,0.0176,1046364.,-0.3429
1046404.,0.0877,1046404.,0.1879,1046404.,0.0117,1046404.,0.0163,1046404.,0.0388,1046404.,-0.3112
1046444.,0.0889,1046444.,0.1891,1046444.,0.012,1046444.,0.0207,1046444.,0.0054,1046444.,-0.3054
1046484.,0.0888,1046484.,0.1884,1046484.,0.0121,1046484.,0.0366,1046484.,-0.0239,1046484.,-0.3198
1046524.,0.0875,1046524.,0.1890,1046524.,0.0127,1046524.,0.0094,1046524.,0.0448,1046524.,-0.2990
