Timestamp,stateEstimate.x,stateEstimate.y,stateEstimate.z,stateEstimate.roll,stateEstimate.pitch,stateEstimate.yaw
41823,-0.08221776783466339,0.31077060103416443,0.18793396651744843,-0.3996833264827728,0.5691680908203125,-0.09000406414270401
41863,-0.07488147914409637,0.30684494972229004,0.1922301948070526,-0.3727008104324341,0.5202786922454834,-0.10235461592674255
41903,-0.07359182834625244,0.3061548173427582,0.18851707875728607,-0.35499855875968933,0.5086454153060913,-0.10754671692848206
41943,-0.08203493058681488,0.31807830929756165,0.179064080119133,-0.4073963761329651,0.5498813986778259,-0.09594761580228806
41983,-0.10443773865699768,0.3446125388145447,0.1651388257741928,-0.54868084192276,0.6600773930549622,-0.056406114250421524
42023,-0.10806909203529358,0.3403693735599518,0.17542821168899536,-0.4999677240848541,0.6528167724609375,-0.06148570775985718
42063,-0.12042725086212158,0.3527573049068451,0.17087702453136444,-0.5539990067481995,0.6997268795967102,-0.04382481053471565
42103,-0.11987331509590149,0.3691434860229492,0.1598314344882965,-0.623813807964325,0.6843734383583069,-0.04695000872015953
42143,-0.12200809270143509,0.38849055767059326,0.1409038007259369,-0.7098374366760254,0.685783326625824,-0.0491119883954525
42183,-0.1430700719356537,0.41852429509162903,0.12697643041610718,-0.8467345833778381,0.7805160284042358,-0.018456578254699707
42223,-0.15354092419147491,0.4273727834224701,0.12278614193201065,-0.8623486161231995,0.8066317439079285,-0.005580398254096508
42263,-0.1473834216594696,0.4302329421043396,0.11322952061891556,-0.8254574537277222,0.7510206699371338,-0.03105403110384941
42303,-0.15050514042377472,0.4315405488014221,0.1129562184214592,-0.7887967228889465,0.7429375648498535,-0.027891339734196663
42343,-0.139435276389122,0.442251056432724,0.0907292515039444,-0.8240439295768738,0.6857978105545044,-0.08573611825704575
42383,-0.15258270502090454,0.44886454939842224,0.08811341971158981,-0.8140893578529358,0.7264782190322876,-0.04097975790500641
42423,-0.13006414473056793,0.42974400520324707,0.0926416665315628,-0.6578107476234436,0.588610053062439,-0.1255510151386261
42463,-0.11864916980266571,0.4008719027042389,0.09859376400709152,-0.46041139960289,0.5226235389709473,-0.14137674868106842
42503,-0.10540254414081573,0.3800131380558014,0.11100447922945023,-0.3126094937324524,0.4318132698535919,-0.1917104423046112
42543,-0.10268153995275497,0.36712023615837097,0.11043199151754379,-0.22877240180969238,0.41712772846221924,-0.1956903487443924
42583,-0.09874383360147476,0.35933712124824524,0.11006835103034973,-0.17830295860767365,0.3900868594646454,-0.21126262843608856
42623,-0.098961241543293,0.3530730903148651,0.11710472404956818,-0.13221099972724915,0.3796001970767975,-0.22862426936626434
42663,-0.09444329887628555,0.3502015769481659,0.11372578889131546,-0.11123557388782501,0.356964647769928,-0.23737317323684692
42703,-0.09027960896492004,0.3318597078323364,0.1195591539144516,-0.00553416833281517,0.32877323031425476,-0.28706490993499756
42743,-0.08401037752628326,0.3161980211734772,0.12002462893724442,0.06980077922344208,0.2984345257282257,-0.3220156133174896
42783,-0.08101978152990341,0.3174370527267456,0.12536422908306122,0.053860317915678024,0.2849123179912567,-0.2981874942779541
42823,-0.07911279797554016,0.3102553188800812,0.12995068728923798,0.0924907848238945,0.27592918276786804,-0.32371747493743896
42863,-0.07228972762823105,0.29908275604248047,0.13335947692394257,0.14444467425346375,0.24452689290046692,-0.3386032283306122
42903,-0.06484488397836685,0.28544604778289795,0.1423431634902954,0.20524829626083374,0.20982223749160767,-0.3659156560897827
42943,-0.06139935553073883,0.2663141191005707,0.15162904560565948,0.2937427759170532,0.19636109471321106,-0.4582900404930115
42983,-0.06772912293672562,0.25632011890411377,0.15284042060375214,0.33328840136528015,0.23657956719398499,-0.5730211138725281
43023,-0.06401878595352173,0.25046640634536743,0.1588546633720398,0.33651942014694214,0.2247169464826584,-0.5539531707763672
43063,-0.059964366257190704,0.24541239440441132,0.1691693365573883,0.3377198576927185,0.20856304466724396,-0.523639440536499
43103,-0.05292597785592079,0.2426615208387375,0.1736343801021576,0.3159700930118561,0.1802198737859726,-0.4356595277786255
43143,-0.04717138782143593,0.2348387986421585,0.17914292216300964,0.3262762427330017,0.16171953082084656,-0.4189067482948303
43183,-0.043301261961460114,0.2371751070022583,0.17676226794719696,0.27483806014060974,0.15671148896217346,-0.32508477568626404
43223,-0.02790333703160286,0.23188099265098572,0.18443110585212708,0.2718318998813629,0.08571359515190125,-0.1416439563035965
43263,-0.023947766050696373,0.23473788797855377,0.1943393498659134,0.22352787852287292,0.07848963141441345,-0.061053089797496796
43303,-0.02853230945765972,0.23515422642230988,0.19025947153568268,0.18793129920959473,0.1260092705488205,-0.12586338818073273
43343,-0.017075195908546448,0.23074647784233093,0.18767878413200378,0.185077965259552,0.08635354042053223,-0.014467423781752586
43383,-0.013237323611974716,0.22811684012413025,0.1902502179145813,0.16968145966529846,0.08442261815071106,0.007389685604721308
43423,-0.012247188948094845,0.23134231567382812,0.1907728910446167,0.12208995968103409,0.10035388171672821,0.042824797332286835
43463,-0.005398191977292299,0.22648391127586365,0.20203940570354462,0.12178748100996017,0.0828116238117218,0.0736718624830246
43503,-0.0013515427708625793,0.2286747395992279,0.20961003005504608,0.08687396347522736,0.08432210981845856,0.12997670471668243
43543,0.00041222258005291224,0.23220041394233704,0.21365810930728912,0.04028936102986336,0.09728250652551651,0.17145682871341705
43583,-0.0012516393326222897,0.2359730303287506,0.20216281712055206,0.0010005630319938064,0.13367588818073273,0.16694843769073486
43623,0.0007113558240234852,0.2309483140707016,0.20287439227104187,0.003717533778399229,0.15122564136981964,0.1362813413143158
43663,0.015232737176120281,0.22616665065288544,0.20585839450359344,0.004976955242455006,0.09051869064569473,0.22681114077568054
43703,0.020140137523412704,0.22304338216781616,0.2072104811668396,0.004960066173225641,0.08985872566699982,0.2255444973707199
43743,0.011723162606358528,0.22320763766765594,0.2076481729745865,-0.022507034242153168,0.1554533690214157,0.15835602581501007
43783,0.005863700062036514,0.22136728465557098,0.21012873947620392,-0.043488096445798874,0.20950612425804138,0.10589300096035004
43823,-0.005147387273609638,0.22397339344024658,0.2131281942129135,-0.07901444286108017,0.284661203622818,0.05096994340419769
43863,-0.002470505191013217,0.22295023500919342,0.21268810331821442,-0.09567882865667343,0.2880530059337616,0.05871623754501343
43903,0.011038970202207565,0.2203001230955124,0.21334783732891083,-0.10142120718955994,0.23994901776313782,0.11093290150165558
43943,0.007824248634278774,0.22198361158370972,0.2180234044790268,-0.12676778435707092,0.26821768283843994,0.10005546361207962
43983,0.02035636641085148,0.22035259008407593,0.22147151827812195,-0.13001105189323425,0.22699211537837982,0.12255480140447617
44023,0.016030769795179367,0.2169175148010254,0.2268214076757431,-0.1279335767030716,0.2697707414627075,0.09943603724241257
44063,0.018965844064950943,0.21723191440105438,0.2229538857936859,-0.14462538063526154,0.2722470164299011,0.10563420504331589
44103,0.020884430035948753,0.21351416409015656,0.2299014776945114,-0.14239546656608582,0.27643728256225586,0.10234568268060684
44143,0.008624367415904999,0.21770936250686646,0.23808836936950684,-0.17912809550762177,0.3473764657974243,0.09459596127271652
44183,0.008064737543463707,0.21673953533172607,0.24356737732887268,-0.18969523906707764,0.3581395149230957,0.09096025675535202
44223,0.009301271289587021,0.2173762023448944,0.24276363849639893,-0.2062271237373352,0.3629000186920166,0.0913107842206955
44263,0.007708352990448475,0.2196851223707199,0.24357129633426666,-0.22696341574192047,0.3774796426296234,0.08930262178182602
44303,0.01117167342454195,0.22141680121421814,0.2475730925798416,-0.24772992730140686,0.36683255434036255,0.07237058877944946
44343,-0.004133352544158697,0.22514265775680542,0.24041035771369934,-0.2721738815307617,0.4494461715221405,0.11175549775362015
44383,-0.002964240498840809,0.23219168186187744,0.24245664477348328,-0.33213648200035095,0.4488421678543091,0.06859586387872696
44423,0.007311853114515543,0.23227831721305847,0.24280335009098053,-0.34151729941368103,0.41011810302734375,0.028666893020272255
44463,0.01415798719972372,0.2318737655878067,0.24460408091545105,-0.34495848417282104,0.3847087621688843,0.0008740610210224986
44503,0.0017509990138933063,0.23337286710739136,0.24456501007080078,-0.35537540912628174,0.45580944418907166,0.07042353600263596
44543,0.0026819228660315275,0.23807108402252197,0.2521660327911377,-0.3822719156742096,0.4564831256866455,0.035536568611860275
44583,0.0031168684363365173,0.23931291699409485,0.2589872181415558,-0.390386164188385,0.461473286151886,0.024763071909546852
44623,0.006975863594561815,0.2399488240480423,0.2618007957935333,-0.39910051226615906,0.443434476852417,-0.009248281829059124
44663,0.0033983432222157717,0.24369509518146515,0.26430317759513855,-0.41936957836151123,0.46354714035987854,-0.000770878978073597
44703,-0.003769778413698077,0.24444085359573364,0.2622489333152771,-0.42303764820098877,0.5068494081497192,0.05197728052735329
44743,-0.013143462128937244,0.24518762528896332,0.25917699933052063,-0.4232177734375,0.5568183064460754,0.12913498282432556
44783,-0.007478746119886637,0.24699029326438904,0.26318123936653137,-0.42722204327583313,0.5303378701210022,0.07512950897216797
44823,-0.004140879958868027,0.24521474540233612,0.2616039514541626,-0.41820037364959717,0.5156211256980896,0.07534575462341309
44863,-0.0065359557047486305,0.24665702879428864,0.26244717836380005,-0.4269835650920868,0.527084469795227,0.0886012464761734
44903,-0.01907235197722912,0.24715954065322876,0.26234543323516846,-0.42935097217559814,0.5889152884483337,0.19402705132961273
44943,-0.017770592123270035,0.24760420620441437,0.2624509334564209,-0.43251702189445496,0.5779320001602173,0.17274561524391174
44983,-0.01584678143262863,0.25119394063949585,0.2652449607849121,-0.45448434352874756,0.5646458864212036,0.12021900713443756
45023,-0.020265502855181694,0.25352537631988525,0.26863932609558105,-0.45941877365112305,0.5836887359619141,0.1468360871076584
45063,-0.018684392794966698,0.2523956298828125,0.2698967456817627,-0.44417804479599,0.5716347098350525,0.14874796569347382
45103,-0.02972228266298771,0.2570055425167084,0.2703233063220978,-0.46169382333755493,0.619833767414093,0.2060295045375824
45143,-0.02959812432527542,0.2563000023365021,0.26556116342544556,-0.45387163758277893,0.620185375213623,0.21344518661499023
45183,-0.041577234864234924,0.256896048784256,0.26461106538772583,-0.4473671019077301,0.6736788153648376,0.31206396222114563
45223,-0.037191156297922134,0.25900402665138245,0.2673320174217224,-0.44965341687202454,0.6446700096130371,0.2500215470790863
45263,-0.026882536709308624,0.2590218186378479,0.26498305797576904,-0.4382402002811432,0.5899769067764282,0.17666934430599213
45303,-0.029855169355869293,0.25995633006095886,0.2633454501628876,-0.4363689720630646,0.601655125617981,0.1966823786497116
45343,-0.038478851318359375,0.2603473663330078,0.2545696496963501,-0.43612155318260193,0.6425973176956177,0.26057329773902893
45383,-0.04330141469836235,0.26032549142837524,0.2525572180747986,-0.426720529794693,0.6611664891242981,0.29738083481788635
45423,-0.0460340715944767,0.2602526545524597,0.2569217085838318,-0.4092530310153961,0.6628755331039429,0.32337087392807007
45463,-0.054432060569524765,0.25816765427589417,0.25770899653434753,-0.3873896300792694,0.697208046913147,0.3952641785144806
45503,-0.06542186439037323,0.25685709714889526,0.26223480701446533,-0.3714655935764313,0.7367302775382996,0.4712389409542084
45543,-0.06313668936491013,0.25538235902786255,0.2587178349494934,-0.35331544280052185,0.7134392261505127,0.4701831638813019
45583,-0.052642300724983215,0.25436100363731384,0.25935596227645874,-0.3406628966331482,0.6496684551239014,0.4135500490665436
45623,-0.05479700490832329,0.2549739480018616,0.25747010111808777,-0.3390544354915619,0.650337278842926,0.4132551848888397
45663,-0.057858906686306,0.2592407763004303,0.2639022767543793,-0.3588601350784302,0.6482399106025696,0.3921004831790924
45703,-0.05973195284605026,0.2613911032676697,0.2632198631763458,-0.3606644570827484,0.6492683291435242,0.3861593008041382
45743,-0.055339567363262177,0.2642642855644226,0.26411595940589905,-0.3798375725746155,0.618198812007904,0.33847010135650635
45783,-0.06584729254245758,0.2683880627155304,0.26085683703422546,-0.3968919515609741,0.6591958999633789,0.3522939383983612
